Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
6100,-0.31,9.6,-1.52,0.01,-0.01,-0.01,-0.12
6120,-0.26,9.66,-1.54,0.01,-0.01,-0.02,-0.24
6140,-0.27,9.64,-1.47,0.01,-0.01,-0.02,-0.24
6160,-0.23,9.61,-1.51,0.01,0.0,-0.02,-0.12
6180,-0.21,9.57,-1.59,0.01,-0.0,-0.03,-0.12
6200,-0.26,9.63,-1.46,0.01,-0.01,-0.03,-0.12
6220,-0.23,9.62,-1.49,0.0,-0.01,-0.03,-0.11
6240,-0.23,9.61,-1.51,0.01,-0.01,-0.03,-0.11
6260,-0.3,9.55,-1.47,0.0,-0.01,-0.03,-0.11
6280,-0.31,9.57,-1.46,0.0,-0.0,-0.02,-0.11
6300,-0.36,9.62,-1.45,-0.01,-0.01,-0.01,-0.11
6320,-0.44,9.62,-1.51,-0.01,-0.02,-0.0,-0.06
6340,-0.26,9.63,-1.47,-0.01,-0.03,0.01,-0.06
6360,-0.21,9.58,-1.45,-0.01,-0.02,0.0,-0.33
6380,-0.21,9.63,-1.47,-0.01,-0.01,-0.0,-0.33
6400,-0.23,9.66,-1.5,-0.01,-0.0,0.0,-0.33
6420,-0.27,9.77,-1.43,-0.01,-0.01,0.01,-0.45
6440,-0.08,9.54,-1.52,-0.01,-0.02,0.0,-0.45
6460,0.04,9.61,-1.49,-0.01,-0.02,-0.02,-0.45
6480,0.02,9.62,-1.47,0.0,-0.0,-0.04,-0.45
6500,-0.2,9.61,-1.49,-0.0,0.01,-0.05,-0.45
6520,-0.33,9.63,-1.34,-0.0,-0.01,-0.04,-0.3
6540,-0.3,9.62,-1.4,-0.0,-0.04,-0.03,-0.3
6560,-0.07,9.53,-1.38,-0.0,-0.06,-0.04,-0.19
6580,-0.04,9.67,-1.47,0.01,-0.03,-0.05,-0.19
6600,-0.12,9.59,-1.3,0.0,-0.01,-0.06,-0.19
6620,-0.2,9.6,-1.34,0.01,-0.01,-0.06,-0.2
6640,-0.28,9.66,-1.33,0.01,-0.01,-0.06,-0.2
6660,-0.37,9.62,-1.36,0.0,-0.02,-0.05,-0.2
6680,-0.35,9.61,-1.37,0.01,-0.03,-0.04,-0.2
6700,-0.23,9.72,-1.53,0.01,-0.04,-0.04,-0.2
6720,-0.15,9.62,-1.41,0.01,-0.02,-0.05,-0.33
6740,-0.23,9.6,-1.4,0.02,-0.01,-0.05,-0.33
6760,-0.26,9.64,-1.42,0.01,-0.01,-0.05,-0.5
6780,-0.38,9.67,-1.41,0.01,-0.02,-0.04,-0.5
6800,-0.34,9.67,-1.4,0.01,-0.04,-0.03,-0.5
6820,-0.26,9.62,-1.48,0.01,-0.04,-0.03,-0.42
6840,-0.17,9.6,-1.41,0.02,-0.02,-0.03,-0.42
6860,-0.25,9.63,-1.39,0.02,-0.01,-0.03,-0.42
6880,-0.26,9.61,-1.43,0.02,-0.03,-0.03,-0.42
6900,-0.18,9.63,-1.39,0.02,-0.03,-0.03,-0.42
6920,-0.21,9.63,-1.36,0.02,-0.02,-0.04,-0.22
6940,-0.23,9.67,-1.48,0.02,-0.03,-0.04,-0.22
6960,-0.26,9.63,-1.4,0.02,-0.04,-0.05,-0.23
6980,-0.31,9.62,-1.44,0.02,-0.05,-0.05,-0.23
7000,-0.25,9.63,-1.46,0.01,-0.03,-0.05,-0.23
7020,-0.27,9.61,-1.51,0.01,-0.03,-0.05,-0.24
7040,-0.31,9.7,-1.39,0.02,-0.04,-0.05,-0.24
7060,-0.33,9.64,-1.49,0.02,-0.03,-0.05,-0.24
7080,-0.27,9.61,-1.43,0.02,-0.03,-0.04,-0.24
7100,-0.25,9.61,-1.47,0.01,-0.04,-0.04,-0.24
7120,-0.27,9.57,-1.43,0.01,-0.03,-0.04,-0.41
7140,-0.26,9.65,-1.47,0.01,-0.02,-0.05,-0.41
7160,-0.35,9.62,-1.36,0.02,-0.01,-0.05,-0.22
7180,-0.38,9.6,-1.33,0.02,-0.02,-0.04,-0.22
7200,-0.33,9.57,-1.44,0.01,-0.02,-0.03,-0.22
7220,-0.33,9.62,-1.47,0.01,-0.03,-0.03,-0.38
7240,-0.21,9.6,-1.51,0.02,-0.03,-0.03,-0.38
7260,-0.2,9.54,-1.45,0.01,-0.02,-0.04,-0.38
7280,-0.14,9.63,-1.51,0.01,-0.01,-0.05,-0.38
7300,-0.23,9.6,-1.44,0.01,-0.0,-0.06,-0.38
7320,-0.26,9.64,-1.34,0.01,0.01,-0.06,-0.33
7340,-0.26,9.65,-1.49,0.01,-0.01,-0.06,-0.33
7360,-0.21,9.6,-1.55,0.01,0.0,-0.07,-0.55
7380,-0.33,9.57,-1.48,0.01,-0.0,-0.07,-0.55
7400,-0.43,9.56,-1.53,0.01,-0.01,-0.06,-0.55
7420,-0.44,9.6,-1.41,0.0,-0.01,-0.06,-0.4
7440,-0.47,9.69,-1.43,0.01,-0.02,-0.05,-0.4
7460,-0.42,9.63,-1.37,0.01,-0.01,-0.04,-0.4
7480,-0.38,9.62,-1.44,0.01,-0.01,-0.03,-0.4
7500,-0.41,9.68,-1.43,0.01,-0.01,-0.03,-0.4
7520,-0.44,9.59,-1.48,0.01,-0.02,-0.02,-0.71
7540,-0.35,9.58,-1.45,0.01,-0.03,-0.01,-0.71
7560,-0.31,9.62,-1.45,0.01,-0.03,-0.02,-0.43
7580,-0.27,9.6,-1.41,0.01,-0.01,-0.02,-0.43
7600,-0.31,9.63,-1.51,0.01,0.01,-0.02,-0.43
7620,-0.25,9.62,-1.46,0.01,0.0,-0.02,-0.49
7640,-0.24,9.62,-1.49,0.01,-0.02,-0.03,-0.49
7660,-0.21,9.61,-1.38,0.01,-0.03,-0.04,-0.49
